9.992938041687011719e-01,6.351007032208144665e-04,7.631935083907137596e-09,7.112525781849399209e-05
9.014847874641418457e-01,8.873187750577926636e-02,1.681790599832311273e-04,9.615194983780384064e-03
9.927438497543334961e-01,5.581021774560213089e-03,8.811634302219317760e-07,1.674258615821599960e-03
3.612145548686385155e-03,9.960280656814575195e-01,4.815377678824006580e-07,3.592938592191785574e-04
2.055442333221435547e-02,9.715511798858642578e-01,7.706518954364582896e-05,7.817319594323635101e-03
9.909384250640869141e-01,8.106173016130924225e-03,1.728599613670667168e-06,9.536279831081628799e-04
9.948786497116088867e-01,1.827436033636331558e-03,4.015193439954600763e-07,3.293537767603993416e-03
9.965404868125915527e-01,3.432069439440965652e-03,4.362988637041098627e-09,2.742951801337767392e-05
9.858529567718505859e-01,1.333577092736959457e-03,2.532437122226838255e-07,1.281321793794631958e-02
1.321999263018369675e-02,9.846898317337036133e-01,1.118752697948366404e-05,2.078936900943517685e-03
1.977769099175930023e-02,9.748017787933349609e-01,4.666411768994294107e-05,5.373841151595115662e-03
7.244515419006347656e-01,2.738444209098815918e-01,4.142819761909777299e-06,1.699896994978189468e-03
2.505464553833007812e-01,7.482148408889770508e-01,3.025851356142084114e-06,1.235734671354293823e-03
1.121694501489400864e-02,9.874089956283569336e-01,4.130427896598121151e-06,1.369982375763356686e-03
1.063828263431787491e-02,9.889442920684814453e-01,5.836111540702404454e-07,4.168531158939003944e-04
5.043138563632965088e-02,9.429050683975219727e-01,9.621239587431773543e-05,6.567307282239198685e-03
1.240151654928922653e-02,9.837976098060607910e-01,2.488098652975168079e-05,3.775954246520996094e-03
9.828542470932006836e-01,1.564417220652103424e-02,3.113128059339942411e-06,1.498381374403834343e-03
6.713020205497741699e-01,5.146664381027221680e-02,3.628494741860777140e-04,2.768685221672058105e-01
6.440804898738861084e-02,9.338930249214172363e-01,9.208774827129673213e-06,1.689709140919148922e-03
6.070070713758468628e-02,9.313496947288513184e-01,1.088216376956552267e-04,7.840701378881931305e-03
4.873704910278320312e-01,5.034108161926269531e-01,9.998980385717004538e-05,9.118687361478805542e-03
6.957228481769561768e-02,8.889632821083068848e-01,1.615256653167307377e-03,3.984909504652023315e-02
1.959185861051082611e-02,9.759829044342041016e-01,4.279808126739226282e-05,4.382398445159196854e-03
1.002515200525522232e-02,9.884021878242492676e-01,6.901708729856181890e-06,1.565837301313877106e-03
1.243075821548700333e-02,9.848151206970214844e-01,1.627953133720438927e-05,2.737859031185507774e-03
7.803338579833507538e-03,9.889427423477172852e-01,1.606905425433069468e-05,3.237854689359664917e-03
4.310950636863708496e-02,9.319771528244018555e-01,3.646002733148634434e-04,2.454870566725730896e-02
9.949212670326232910e-01,3.633550135418772697e-03,1.044464625010732561e-06,1.444119377993047237e-03
4.842406511306762695e-01,5.107218623161315918e-01,3.274709888501092792e-05,5.004721228033304214e-03
7.577431201934814453e-01,2.195544242858886719e-01,2.214288251707330346e-04,2.248109132051467896e-02
5.676208063960075378e-03,9.928106665611267090e-01,4.257048203726299107e-06,1.508902874775230885e-03
1.321267932653427124e-01,8.317475318908691406e-01,1.359457965008914471e-03,3.476628288626670837e-02
4.298678413033485413e-02,9.396820068359375000e-01,3.232102899346500635e-04,1.700806058943271637e-02
1.312301028519868851e-02,9.790647029876708984e-01,3.139214095426723361e-05,7.780863437801599503e-03
8.534873723983764648e-01,1.418634504079818726e-01,3.162103894283063710e-05,4.617570899426937103e-03
9.931180477142333984e-01,5.969802383333444595e-03,9.939317351381760091e-07,9.111734107136726379e-04
9.875755310058593750e-01,8.331612683832645416e-03,4.859051387029467151e-06,4.087997134774923325e-03
