9.998708963394165039e-01,2.722297722357325256e-05,1.410435546134181095e-09,1.018962575471960008e-04
9.974969029426574707e-01,3.596784154069609940e-05,2.275549526586928550e-08,2.467098645865917206e-03
9.803163409233093262e-01,1.842209324240684509e-02,3.609955228967010044e-06,1.257919939234852791e-03
1.538597512990236282e-02,9.824784398078918457e-01,1.660973975958768278e-05,2.118904376402497292e-03
9.335267241112887859e-04,9.989406466484069824e-01,1.597578247469755297e-08,1.258427218999713659e-04
9.758997559547424316e-01,2.097101695835590363e-02,1.313824668613960966e-05,3.116076346486806870e-03
9.940803647041320801e-01,2.433424670016393065e-04,4.437257814515760401e-07,5.675843451172113419e-03
9.979298114776611328e-01,1.924076466821134090e-03,1.411812089457953334e-08,1.461089996155351400e-04
9.722360372543334961e-01,7.344496225414332002e-06,2.810065513614290467e-09,2.775666117668151855e-02
9.396476745605468750e-01,4.234855622053146362e-02,2.025949834205675870e-05,1.798346079885959625e-02
9.298200011253356934e-01,5.153367295861244202e-02,1.062499813997419551e-05,1.863575913012027740e-02
9.789777994155883789e-01,1.798312552273273468e-02,1.196152311422338244e-06,3.037930466234683990e-03
2.198581025004386902e-02,9.779467582702636719e-01,1.729224052837707859e-08,6.739056698279455304e-05
8.306358358822762966e-04,9.991624355316162109e-01,2.944696431139703918e-10,6.887266408739378676e-06
1.137456297874450684e-01,5.647022724151611328e-01,9.903028840199112892e-04,3.205618262290954590e-01
8.071847558021545410e-01,1.857656985521316528e-01,5.274152499623596668e-06,7.044224999845027924e-03
3.111753379926085472e-03,9.944648146629333496e-01,2.808675390042481013e-07,2.423199126496911049e-03
9.741532206535339355e-01,3.484907327219843864e-03,2.845633025572169572e-05,2.233340777456760406e-02
9.014322757720947266e-01,6.403224915266036987e-02,6.730495806550607085e-05,3.446824848651885986e-02
7.909759879112243652e-01,2.002506405115127563e-01,6.610082891711499542e-06,8.766794577240943909e-03
5.308774709701538086e-01,4.358089268207550049e-01,1.874975569080561399e-04,3.312611952424049377e-02
4.553350210189819336e-01,5.377058386802673340e-01,9.794207471713889390e-06,6.949370726943016052e-03
1.376595720648765564e-02,9.747339487075805664e-01,2.428642437735106796e-05,1.147576142102479935e-02
6.777928769588470459e-02,8.903089165687561035e-01,6.757884693797677755e-05,4.184425994753837585e-02
8.972768485546112061e-02,9.037732481956481934e-01,8.133737719617784023e-05,6.417741533368825912e-03
4.636915773153305054e-02,2.871286496520042419e-02,1.480672653997316957e-04,9.247698783874511719e-01
4.288887605071067810e-03,9.574677944183349609e-01,3.543436378095066175e-06,3.823972493410110474e-02
7.047888822853565216e-03,8.743603248149156570e-04,1.872253278634161688e-06,9.920759201049804688e-01
9.772558808326721191e-01,1.240216224687173963e-04,2.329859540850520716e-07,2.261993102729320526e-02
7.421051710844039917e-02,1.037791371345520020e-03,1.026331801767810248e-06,9.247507452964782715e-01
4.658372402191162109e-01,5.222715139389038086e-01,1.867195533122867346e-04,1.170451939105987549e-02
4.400889202952384949e-02,9.399045705795288086e-01,2.029714596574194729e-05,1.606613025069236755e-02
8.324994444847106934e-01,1.385656595230102539e-01,1.078431014320813119e-04,2.882701531052589417e-02
1.023603379726409912e-01,5.173137784004211426e-02,3.203350934199988842e-05,8.458763360977172852e-01
1.574325561523437500e-02,9.610375165939331055e-01,1.303841690969420597e-05,2.320617251098155975e-02
7.907305955886840820e-01,2.003443241119384766e-01,5.651203900924883783e-05,8.868461474776268005e-03
9.945008754730224609e-01,1.451237709261476994e-03,1.672266421337553766e-06,4.046246875077486038e-03
9.925249218940734863e-01,2.959856431061780313e-07,4.919199422803721689e-11,7.474795915186405182e-03
